"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Cod_Produto","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","GOIANA","FILANTRÓPICO","GOIANA","MEDICAMENTOS","3274543.1",700,0,273,"Sim"
"Outros","SALOÁ","FILANTRÓPICO","SALOÁ","MEDICAMENTOS CONTROLADOS","3548414.1",210,0,"930.3","Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3167780.1473",60,0,"3.6","Nao"
"Outros","RECIFE","FILANTRÓPICO","TJPE","MEDICAMENTOS","4152689.1911",90,0,"28563.3","Sim"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3399281.1657",28,0,"20843.76","Sim"
"Outros","RIACHO DAS ALMAS","FILANTRÓPICO","RIACHO DAS ALMAS","MEDICAMENTOS","3365727.1",30,0,"13.8","Nao"
"Outros","RECIFE","FILANTRÓPICO","JEFPC","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","4018559.1",1,0,"1301.65","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MATERIAL MEDICO HOSPITALAR","1928996.1",270,0,"143.1","Sim"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","4059590.1",10,0,"101.5","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3388581.1",14,0,"253.82","Nao"
"Outros","PAULISTA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3196364.1034",5,0,"265.9","Sim"
"Outros","CAMARAGIBE","SUS","CAMARAGIBE","MEDICAMENTOS","3830012.771",2,0,"366.9","Nao"
"Pregão","RECIFE","SUS","IGARASSU","NUTRIÇÃO","2533154.21",38250,0,"89122.5","Sim"
"Pregão","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","NUTRIÇÃO","2533154.21",12750,0,"29707.5","Nao"
"Pregão","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3343820.1",1500,0,2445,"Sim"
"Pregão","RECIFE","SUS","JEFPC","MEDICAMENTOS","3197972.1",900,0,819,"Nao"
"Pregão","SERTÂNIA","PRIVADO","SERTÂNIA","MEDICAMENTOS","3206220.1",1200,0,612,"Nao"
"Outros","PETROLINA","FILANTRÓPICO","PETROLINA","MEDICAMENTOS CONTROLADOS","3356795.1",240,0,"55.2","Nao"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3446093.2060",8,0,"8088.24","Sim"
"Outros","AMARAJI","SUS","AMARAJI","MEDICAMENTOS","3971457.1592",285,0,31350,"Sim"
"Outros","TRIUNFO","FILANTRÓPICO","TRIUNFO","MEDICAMENTOS","3377989.1990",1140,0,"10100.4","Sim"
"Outros","PETROLINA","SUS","JFPE","MEDICAMENTOS","3383547.1765",250,0,"21497.5","Nao"
"Pregão","PETROLINA","SUS","JFPE","MATERIAL MEDICO HOSPITALAR","4043065.1",1,78000,78000,"Sim"
"Outros","CARNAÍBA","PRIVADO","CARNAÍBA","MEDICAMENTOS","3954633.1",168,0,"27063.12","Nao"
"Outros","PETROLÂNDIA","PRIVADO","PETROLÂNDIA","MEDICAMENTOS CONTROLADOS","3380653.1473",120,0,"880.8","Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3869059.1653",17,0,"8980.76","Sim"
"Outros","RECIFE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3470474.1766",47,0,"60851.84","Sim"
"Outros","CARUARU","SUS","CARUARU","MEDICAMENTOS","3477932.1",2,0,"24263.58","Nao"
"Outros","AFOGADOS DA INGAZEIRA","FILANTRÓPICO","AFOGADOS DA INGAZEIRA","MEDICAMENTOS","3126935.1653",7,0,"257890.5","Sim"
"Outros","SÃO JOSÉ DO EGITO","FILANTRÓPICO","SÃO JOSÉ DO EGITO","MEDICAMENTOS","3376281.1",30,0,"21345.9","Sim"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3500098.1",8,0,"2330.4","Nao"
"Outros","PAULISTA","SUS","PAULISTA","MEDICAMENTOS","4176839.1653",6,0,"10904.88","Nao"
"Outros","GRAVATÁ","SUS","GRAVATÁ","MEDICAMENTOS","3388212.1765",200,0,5398,"Sim"
"Outros","SALGUEIRO","FILANTRÓPICO","SERRITA","MEDICAMENTOS","3196364.1034",50,0,2659,"Nao"
"Outros","LIMOEIRO","SUS","LIMOEIRO","MEDICAMENTOS","3971457.1592",300,0,33000,"Nao"
"Outros","PAULISTA","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3885798.1911",112,0,"816.48","Sim"
"Outros","PAULISTA","SUS","PAULISTA","NUTRIÇÃO","3039170.1361",224000,0,4480,"Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3547205.1473",4200,0,287280,"Sim"
"Outros","CABO DE SANTO AGOSTINHO","FILANTRÓPICO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","4423526.1990",60,0,"165.6","Nao"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3079554.1",21,0,"27675.27","Sim"
"Outros","ESCADA","NÃO INFORMADO","ESCADA","MEDICAMENTOS","3343820.1",120,0,"195.6","Nao"
"Outros","VITÓRIA DE SANTO ANTÃO","FILANTRÓPICO","VITÓRIA DE SANTO ANTÃO","MEDICAMENTOS","3376893.1990",1500,0,23550,"Nao"
"Outros","IGARASSU","FILANTRÓPICO","IGARASSU","MEDICAMENTOS","3161455.1",120,0,114,"Nao"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3372960.839",6,0,"109.56","Sim"
"Outros","MORENO","SUS","JFPE","MEDICAMENTOS","3397823.1473",28,0,"2916.48","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3399931.1",224,0,"47008.64","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS CONTROLADOS","3393852.1",120,0,"1468.8","Nao"
"Outros","VERTENTE DO LÉRIO","FILANTRÓPICO","SURUBIM","MEDICAMENTOS","3140784.1",120,0,"58.8","Sim"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3892522.1990",270,0,270,"Nao"
"Outros","ALIANÇA","SUS","TJPE","MEDICAMENTOS","3332969.1473",450,0,"292.5","Sim"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","TJPE","MEDICAMENTOS","3371646.1473",150,0,"487.5","Sim"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3378039.1",360,0,"57560.4","Sim"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3342590.1",400,0,776,"Nao"
"Outros","VITÓRIA DE SANTO ANTÃO","FILANTRÓPICO","TJPE","MEDICAMENTOS","3206220.1",180,0,72,"Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3429652.1911",60,0,"5914.8","Sim"
"Outros","PETROLINA","FILANTRÓPICO","PETROLINA","MEDICAMENTOS CONTROLADOS","3167399.1473",120,0,"86.4","Nao"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS CONTROLADOS","3374645.1911",1200,0,2652,"Nao"
"Outros","CONDADO","PRIVADO","CONDADO","MEDICAMENTOS CONTROLADOS","3356795.1",420,0,"96.6","Sim"
"Outros","CONDADO","PRIVADO","CONDADO","MEDICAMENTOS","4213327.1911",120,0,"8500.8","Nao"
"Outros","RECIFE","PRIVADO","JFPE","MEDICAMENTOS","3377881.1653",1,0,666,"Nao"
"Outros","BREJO DA MADRE DE DEUS","PRIVADO","BREJO DE MADRE DE DEUS","MEDICAMENTOS","3429660.1911",15,0,"276.9","Sim"
"Outros","PESQUEIRA","FILANTRÓPICO","PESQUEIRA","MEDICAMENTOS CONTROLADOS","3067238.1473",100,0,4,"Nao"
"Outros","SIRINHAÉM","SUS","SIRINHAÉM","MEDICAMENTOS CONTROLADOS","3355586.1990",84,0,"92.4","Sim"
"Pregão","OLINDA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3587509.1",360,0,"49651.2","Nao"
"Pregão","OLINDA","FILANTRÓPICO","JFPE","ANTIMICROBIANOS","3240983.1",1250,0,"2137.5","Sim"
"Pregão","LIMOEIRO","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3182991.114",50,0,147,"Nao"
"Pregão","SÃO LOURENÇO DA MATA","PRIVADO","SÃO LOURENÇO DA MATA","ANTIMICROBIANOS","324105-0.113",12,0,2148,"Nao"
"Pregão","CARNAÍBA","FILANTRÓPICO","CARNAÍBA","MEDICAMENTOS","3499120.1653",480,"96484.8","96484.8","Nao"
"Pregão","RECIFE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3452271.1",109,0,"555509.78","Sim"
"Pregão","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","3365514.1473",600,0,864,"Sim"
"Outros","RECIFE","PRIVADO","TJPE","MATERIAL MEDICO HOSPITALAR","3528669.116",29,0,"507.5","Sim"
"Outros","LAGOA DOS GATOS","PRIVADO","JEFPC","MEDICAMENTOS","3364534.1370",12,0,"1013.52","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3429652.1911",130,0,"12815.4","Sim"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3429660.1911",90,0,"1661.4","Nao"
"Outros","VITÓRIA DE SANTO ANTÃO","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3383598.1653",1,0,"383.04","Sim"
"Outros","SÃO VICENTE FERRER","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","4289595.1990",30,0,"1570.8","Sim"
"Outros","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS","3380653.1473",60,0,"440.4","Sim"
"Outros","JABOATÃO DOS GUARARAPES","NÃO INFORMADO","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","3636070.1361",30000,0,1800,"Nao"
"Outros","GARANHUNS","SUS","GARANHUNS","NUTRIÇÃO","2533154.21",250,0,"582.5","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","4213327.1911",120,0,"8500.8","Sim"
"Outros","FLORESTA","PRIVADO","TJPE","ANTIMICROBIANOS","3137929.1653",390,0,593463,"Nao"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","ANTIMICROBIANOS","3137929.1653",130,0,197821,"Nao"
"Outros","ITAMARACÁ","SUS","RECIFE","ANTIMICROBIANOS","3137929.1653",390,0,593463,"Sim"
"Outros","ITAMARACÁ","SUS","ITAMARACÁ","ANTIMICROBIANOS","3137929.1653",390,0,593463,"Nao"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","ANTIMICROBIANOS","3137929.1653",390,0,593463,"Nao"
"Outros","RECIFE","FILANTRÓPICO","JEFPC","NUTRIÇÃO","2533154.21",250,0,"582.5","Sim"
"Outros","IGARASSU","SUS","IGARASSU","MEDICAMENTOS","3804259.1697",32,0,"82.88","Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3099040.1473",30,0,"35.1","Sim"
"Outros","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","3429652.1911",20,0,"1971.6","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS CONTROLADOS","34026547.1473",120,0,222,"Sim"
"Outros","GOIANA","SUS","TJPE","MEDICAMENTOS","3987957.2336",180,0,"3016.8","Nao"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS","4427483.1988",3,0,"7664.79","Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3372960.839",2,0,"36.52","Nao"
"Outros","CABO DE SANTO AGOSTINHO","SUS","RECIFE","MEDICAMENTOS","3587509.1",360,0,"49651.2","Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3411834.1",90,0,117,"Sim"
"Outros","AFOGADOS DA INGAZEIRA","SUS","AFOGADOS DA INGAZEIRA","MEDICAMENTOS CONTROLADOS","3339106.1696",60,0,"928.8","Sim"
"Adesão","RIO FORMOSO","FILANTRÓPICO","TJPE","MEDICAMENTOS","3274543.1911",1100,0,1870,"Nao"
"Pregão","GARANHUNS","SUS","TJPE","MEDICAMENTOS","3344649.1",2240,"363008.52","1075580.8","Sim"
"Dispensa","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","3372057.1989",360,"14126.4","14126.4","Nao"
"Dispensa","IGARASSU","SUS","JFPE","MEDICAMENTOS","4697766.1592",54,57267,57267,"Sim"
"Outros","LAJEDO","PRIVADO","LAJEDO","MEDICAMENTOS","3376893.1990",60,0,837,"Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","RECIFE","MEDICAMENTOS","3397823.1473",28,0,"2916.48","Sim"
"Outros","RECIFE","PRIVADO","TJPE","MEDICAMENTOS","3399931.1",42,0,"8814.12","Nao"
"Outros","TRACUNHAÉM","FILANTRÓPICO","TJPE","MEDICAMENTOS","3499324.1",56,0,"161.28","Sim"
"Outros","RECIFE","NÃO INFORMADO","JFPE","MEDICAMENTOS","3335984.1",90,0,"24103.8","Sim"
"Outros","BEZERROS","FILANTRÓPICO","BEZERROS","MEDICAMENTOS","324621.1653",4,0,"4150.8","Nao"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS CONTROLADOS","3356795.1",660,0,"151.8","Nao"
"Outros","BEZERROS","SUS","BEZERROS","NUTRIÇÃO","4135512.21",36800,0,18032,"Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","4443063.21",7200,0,3528,"Nao"
"Outros","GOIANA","SUS","JFPE","NUTRIÇÃO","2401436.1842",5,0,"343.05","Nao"
"Outros","RECIFE","SUS","RECIFE","MATERIAL MEDICO HOSPITALAR","2939568.1",56,0,"58.8","Sim"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS","3242706.1",15,0,"172.2","Nao"
"Outros","RECIFE","SUS","JEFPC","NUTRIÇÃO","4443063.21",1600,0,784,"Sim"
"Outros","RECIFE","SUS","JEFPC","NUTRIÇÃO","3437817.21",8000,0,1120,"Nao"
"Outros","ARCOVERDE","SUS","ARCOVERDE","MATERIAL MEDICO HOSPITALAR","2939568.1",97,0,"101.85","Sim"
"Outros","PARNAMIRIM","PRIVADO","PARNAMIRIM","MATERIAL MEDICO HOSPITALAR","2357941.1111",150,0,"280.5","Nao"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3372600.1",180,0,33489,"Nao"
"Outros","PETROLINA","SUS","PETROLINA","MEDICAMENTOS CONTROLADOS","3110648.1",60,0,"12.6","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS CONTROLADOS","3377636.1",90,0,"898.2","Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS CONTROLADOS","3374645.1911",180,0,"397.8","Sim"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3339106.1696",30,0,"196.8","Sim"
"Outros","GARANHUNS","FILANTRÓPICO","GARANHUNS","MEDICAMENTOS","3118614.1",240,0,"1327.2","Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3587509.1",180,0,"24825.6","Sim"
"Adesão","RECIFE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3246213.113",60,0,"310628.4","Nao"
"Pregão","CASA NOVA/BA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3341054.1653",150,0,47997,"Sim"
"Pregão","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","4427483.1988",83,0,"211587.75","Sim"
"Pregão","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3539156.1",1080,0,116910,"Sim"
"Pregão","PALMARES","SUS","PALMARES","MEDICAMENTOS","4185072.1990",504,0,"66507.84","Nao"
"Pregão","CAMARAGIBE","FILANTRÓPICO","CAMARAGIBE","MEDICAMENTOS","4326008.1990",546,"6055.14","78716.82","Sim"
"Pregão","CAMARAGIBE","FILANTRÓPICO","TJPE","MEDICAMENTOS","3753808.1473",3920,0,"21638.4","Sim"
"Adesão","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3971457.1592",5138,0,565180,"Nao"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","3161820.1",9000,0,5220,"Nao"
"Adesão","RECIFE","NÃO INFORMADO","JEFPC","MEDICAMENTOS","3470970.1",1800,0,45270,"Sim"
"Pregão","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3476251.1911",1680,0,"318343.2","Nao"
"Pregão","LIMOEIRO","NÃO INFORMADO","LIMOEIRO","MEDICAMENTOS","3445321.1",600,0,"21658.02","Nao"
"Pregão","SÃO JOAQUIM DO MONTE","SUS","SÃO JOAQUIM DO MONTE","MEDICAMENTOS","3471772.1",2100,0,1113,"Sim"
"Pregão","CONDADO","SUS","CONDADO","MEDICAMENTOS","3166406.1",940,0,"1485.2","Nao"
"Pregão","PAULISTA","SUS","JFPE","MEDICAMENTOS","3088723.1904",340,0,"3253.8","Sim"
"Pregão","AFOGADOS DA INGAZEIRA","SUS","AFOGADOS DA INGAZEIRA","MEDICAMENTOS CONTROLADOS","3205320.1",4500,0,"2100.15","Nao"
"Pregão","PETROLINA","SUS","JFPE","MEDICAMENTOS CONTROLADOS","3200418.1",6480,0,3650184,"Sim"
"Adesão","CHÃ DE ALEGRIA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","4201477.1990",840,"43982.4","43982.4","Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3376893.1990",1650,0,"23017.5","Nao"
"Outros","CABO DE SANTO AGOSTINHO","FILANTRÓPICO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3399931.1",140,0,"29380.4","Nao"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS","3378098.1911",190,0,"2044.4","Sim"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3377636.1",210,0,"2095.8","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3475670.1",58,0,"93253.56","Sim"
"Outros","LIMOEIRO","SUS","LIMOEIRO","MEDICAMENTOS","3240975.1911",100,0,79,"Nao"
"Outros","BELÉM DO SÃO FRANCISCO","NÃO INFORMADO","BELÉM DO SÃO FRANCISCO","MEDICAMENTOS","3345734.1",2,0,"901.88","Sim"
"Outros","CARPINA","SUS","CARPINA","MEDICAMENTOS","3334376.1653",1,0,"9342.9","Nao"
"Adesão","IGARASSU","SUS","IGARASSU","MEDICAMENTOS","3547205.1473",60000,0,4182600,"Sim"
"Pregão","BOM CONSELHO","SUS","GARANHUNS","MEDICAMENTOS","3431720.771",490,0,25235,"Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS","3377881.1",20,0,"7435.6","Sim"
"Pregão","TABIRA","PRIVADO","TABIRA","MEDICAMENTOS","3161820.1",7200,0,7344,"Nao"
"Outros","BEZERROS","SUS","BEZERROS","MEDICAMENTOS","3246213.113",25,0,"50717.5","Sim"
"Outros","LAGOA DO OURO","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3334376.1653",13,0,"121457.7","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3470474.1766",1090,0,"1368527.7","Nao"
"Pregão","RECIFE","SUS","TJPE","MATERIAL MEDICO HOSPITALAR","2602350.1",160000,0,70400,"Nao"
"Outros","ITAMBÉ","FILANTRÓPICO","ITAMBÉ","ANTIMICROBIANOS","324105-0.113",6,0,1074,"Sim"
"Outros","CANHOTINHO","PRIVADO","GARANHUNS","MEDICAMENTOS","3079554.1",28,0,"36900.36","Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3244750.1653",16,0,"27626.56","Nao"
"Outros","SALGUEIRO","NÃO INFORMADO","JFPE","MEDICAMENTOS","3376893.1990",1320,0,"17780.4","Sim"
"Outros","SALGUEIRO","SUS","SALGUEIRO","MEDICAMENTOS","3397823.1473",28,0,"2916.48","Nao"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3345734.1",15,0,"6764.1","Sim"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3206220.1",120,0,"16.8","Nao"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3410501.1",600,0,42378,"Sim"
"Outros","VITÓRIA DE SANTO ANTÃO","PRIVADO","VITÓRIA DE SANTO ANTÃO","MEDICAMENTOS","3344649.1",84,0,"40334.28","Nao"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS","3378098.1911",30,0,"322.8","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3411532.1",81,0,"120.69","Nao"
"Outros","ARCOVERDE","SUS","ARCOVERDE","MEDICAMENTOS CONTROLADOS","3377636.1",120,0,"1197.6","Sim"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS CONTROLADOS","3201597.1",364,0,"152.88","Sim"
"Adesão","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3346498.1473",900,0,378,"Sim"
"Adesão","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3348890.1990",360,720,720,"Nao"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3388212.1765",22,0,"593.78","Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3378098.1911",30,0,"322.8","Nao"
"Outros","JABOATÃO DOS GUARARAPES","NÃO INFORMADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3429652.1911",470,0,"48790.7","Sim"
"Outros","ALAGOINHA","FILANTRÓPICO","ALAGOINHA","MEDICAMENTOS","T01054.1",2,0,"504532.86","Sim"
"Outros","NÃO INFORMADO","SUS","JFPE","MEDICAMENTOS","T01054.1",3,0,"749469.06","Sim"
"Outros","OLINDA","SUS","JEFPC","MEDICAMENTOS","3388212.1765",9,0,"242.91","Nao"
"Outros","OLINDA","SUS","JEFPC","NUTRIÇÃO","4135512.21",8400,0,4116,"Sim"
"Outros","CARPINA","FILANTRÓPICO","CARPINA","MATERIAL MEDICO HOSPITALAR","2464713.1",60,0,"627.6","Sim"
"Outros","PESQUEIRA","NÃO INFORMADO","ARCOVERDE","MEDICAMENTOS","3499987.1862",16,0,"8657.76","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","RECIFE","MEDICAMENTOS","3388212.1765",20,0,"539.8","Nao"
"Outros","RECIFE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3375234.1",28,0,"43.4","Sim"
"Pregão","LAGOA GRANDE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3196208.1",1500,0,150,"Nao"
"Outros","BEZERROS","SUS","TJPE","MEDICAMENTOS","3397823.1473",210,0,"390142.2","Nao"
"Outros","CARUARU","NÃO INFORMADO","CARUARU","ANTIMICROBIANOS","324105-0.113",15,0,2685,"Sim"
"Outros","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","T00008.1",2,0,70,"Nao"
"Outros","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS CONTROLADOS","3377636.1",30,0,"299.4","Sim"
"Outros","RECIFE","SUS","RECIFE","MATERIAL MEDICO HOSPITALAR","508225.1",320,0,1600,"Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3455750.1653",84,0,"803882.52","Sim"
"Adesão","MACAPARANA","PRIVADO","JFPE","MATERIAL MEDICO HOSPITALAR","2656515.1",12000,0,3240,"Nao"
"Pregão","ABREU E LIMA","SUS","ABREU E LIMA","NUTRIÇÃO","4442490.21",14400,0,15696,"Nao"
"Pregão","RECIFE","SUS","RECIFE","NUTRIÇÃO","3437817.21",57600,0,8064,"Nao"
"Pregão","SÃO LOURENÇO DA MATA","FILANTRÓPICO","RECIFE","NUTRIÇÃO","3223060.21",38400,0,9216,"Sim"
"Outros","RECIFE","SUS","TJPE","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","3239926.1",1,0,"10571.43","Sim"
"Outros","PALMARES","FILANTRÓPICO","PALMARES","MEDICAMENTOS","3348890.1473",600,0,1992,"Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3206173.1",84,0,"141.96","Nao"
"Outros","OLINDA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3474046.1911",336,0,"40716.48","Sim"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","ANTIMICROBIANOS","3240983.1",600,0,1026,"Nao"
"Outros","SÃO LOURENÇO DA MATA","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3377636.1",60,0,"598.8","Sim"
"Outros","ABREU E LIMA","NÃO INFORMADO","ABREU E LIMA","MEDICAMENTOS","3377563.1911",168,0,"40686.24","Sim"
"Dispensa","RECIFE","SUS","JEFPC","NUTRIÇÃO","3652211.21",19200,0,"921.6","Sim"
"Dispensa","RECIFE","SUS","JEFPC","MEDICAMENTOS","4744705.1653",4,0,"1188611.32","Nao"
"Pregão","GOIANA","PRIVADO","GOIANA","NUTRIÇÃO","3223060.21",57600,0,14112,"Sim"
"Outros","GOIANA","SUS","GOIANA","MEDICAMENTOS","3413446.1885",94,0,"863941.78","Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","3196186.1",60,0,"11.4","Nao"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","4239750.839",6,0,"270.96","Nao"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MATERIAL MEDICO HOSPITALAR","2939568.1",98,0,"153.86","Sim"
"Outros","SÃO JOAQUIM DO MONTE","SUS","SÃO JOAQUIM DO MONTE","MEDICAMENTOS","3547205.1473",240,0,"16725.6","Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3161820.1",1000,0,740,"Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3471772.1",360,0,"190.8","Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3372600.1",120,0,22326,"Nao"
"Outros","RECIFE","PRIVADO","TJPE","MEDICAMENTOS","3499324.1",112,0,"322.56","Sim"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3196186.1",100,0,19,"Nao"
"Outros","PALMARES","SUS","PALMARES","MEDICAMENTOS","3753808.1473",28,0,"154.56","Sim"
"Outros","OLINDA","NÃO INFORMADO","OLINDA","MEDICAMENTOS","3410501.1",240,0,"16951.2","Nao"
"Outros","TACAIMBÓ","FILANTRÓPICO","TACAIMBÓ","MEDICAMENTOS CONTROLADOS","3335755.1",112,0,"137.76","Nao"
"Outros","TACAIMBÓ","FILANTRÓPICO","TACAIMBÓ","MEDICAMENTOS CONTROLADOS","3398552.1",120,0,96,"Nao"
