"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS",4,"22.8","22.8","Nao"
"Outros","Agreste","SUS","Olinda","MEDICAMENTOS",2,"1423.06","1423.06","Nao"
"Outros","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS",120,"322.8","322.8","Sim"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS",1,"450.94","450.94","Nao"
"Outros","Agreste","PRIVADO","Recife","MEDICAMENTOS",60,"6472.2","6472.2","Sim"
"Outros","Sertao","SUS","JFPE","MEDICAMENTOS",870,1200,"1278.9","Nao"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",100,5501,10360,"Sim"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS CONTROLADOS",60,"5.4","5.4","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS",120,120,"154.8","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",270,70,"78.3","Nao"
"Pregão","Agreste","SUS","JEFPC","MEDICAMENTOS",720,110000,"239054.4","Sim"
"Pregão","Sertao","SUS","Olinda","MEDICAMENTOS",60,"18234.11","351466.8","Sim"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",60,22766,"344271.6","Sim"
"Pregão","Sertao","SUS","JFPE","MEDICAMENTOS",294,"42385.98","42385.98","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",546,"78716.82","78716.82","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",12,"31230.36","31230.36","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",1080,"297453.6","297453.6","Sim"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",180,58347,58347,"Sim"
"Pregão","Zona_da_mata","SUS","TJPE","MEDICAMENTOS",360,"176691.6","176691.6","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",100,27,27,"Nao"
"Outros","Sertao","NÃO INFORMADO","JEFPC","MEDICAMENTOS",80,"7.2","7.2","Sim"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",84,"463.68","463.68","Sim"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS",168,"80668.56","80668.56","Nao"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",420,"57926.4","57926.4","Nao"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",30,"2.7","2.7","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",21,"13021.05","13021.05","Nao"
"Pregão","Grande_recife","PRIVADO","Olinda","NUTRIÇÃO",76800,"9392.64","9392.64","Nao"
